Dry bulb temp (C),RH,Pressure
-4,2.9236,99
-4,2.9251,99
-5,2.9266,99
-5,2.9281,99
-4,2.9296,99
-4,2.9311,99
-4,2.9326,99
-4,2.9341,99
-4,2.9356,99
-3,2.9371,99
-3,2.9386,99
-2,2.9401,99
-1,2.9416,99
0,2.9431,98
0,2.9446,98
2,2.9461,98
3,2.9476,98
4,2.9491,98
5,2.9506,98
5,2.9521,98
4,2.9536,97
3,2.9551,97
3,2.9566,97
3,2.9581,97
2,2.9596,97
1,2.9611,97
1,2.9626,97
1,2.9641,97
1,2.9656,96
1,2.9671,96
1,2.9686,96
2,2.9701,96
2,2.9716,96
1,2.9731,96
1,2.9746,96
0,2.9761,96
0,2.9776,96
0,2.9791,96
0,2.9806,96
0,2.9821,96
0,2.9836,97
-1,2.9851,97
-1,2.9866,97
-2,2.9881,97
-3,2.9896,97
-4,2.9911,97
-5,2.9926,97
-6,2.9941,97
-6,2.9956,97
-7,2.9971,98
-7,2.9986,98
-7,3.0001,98
-8,3.0016,98
-8,3.0031,98
-8,3.0046,98
-9,3.0061,98
-9,3.0076,98
-10,3.0091,98
-10,3.0106,98
-11,3.0121,98
-10,3.0136,98
-10,3.0151,98
-9,3.0166,98
-9,3.0181,98
-9,3.0196,98
-8,3.0211,98
-8,3.0226,98
-8,3.0241,98
-8,3.0256,98
-9,3.0271,98
-9,3.0286,98
-10,3.0301,98
-10,3.0316,98
-10,3.0331,98
-10,3.0346,98
-10,3.0361,98
-11,3.0376,98
-11,3.0391,98
-12,3.0406,98
-11,3.0421,98
-11,3.0436,98
-11,3.0451,98
-11,3.0466,98
-10,3.0481,98
-9,3.0496,98
-8,3.0511,98
-6,3.0526,98
-5,3.0541,98
-3,3.0556,98
-3,3.0571,98
-3,3.0586,98
-3,3.0601,98
-2,3.0616,98
-2,3.0631,98
-3,3.0646,98
-4,3.0661,98
-5,3.0676,98
-5,3.0691,98
-5,3.0706,98
-4,3.0721,98
-4,3.0736,98
-4,3.0751,98
-4,3.0766,98
-4,3.0781,98
-3,3.0796,98
-3,3.0811,98
-3,3.0826,98
-2,3.0841,98
-1,3.0856,98
0,3.0871,98
0,3.0886,98
0,3.0901,98
1,3.0916,98
2,3.0931,98
2,3.0946,98
3,3.0961,98
2,3.0976,98
1,3.0991,98
0,3.1006,98
0,3.1021,98
0,3.1036,98
-1,3.1051,98
-1,3.1066,98
-1,3.1081,98
-1,3.1096,98
-2,3.1111,98
-2,3.1126,98
-2,3.1141,99
-2,3.1156,99
-2,3.1171,99
-2,3.1186,99
-3,3.1201,99
-2,3.1216,99
-2,3.1231,99
-1,3.1246,99
0,3.1261,99
0,3.1276,99
0,3.1291,99
0,3.1306,99
1,3.1321,99
0,3.1336,99
0,3.1351,99
0,3.1366,99
0,3.1381,99
0,3.1396,99
-1,3.1411,99
-1,3.1426,99
-1,3.1441,99
-2,3.1456,99
-2,3.1471,99
-2,3.1486,99
-1,3.1501,99
0,3.1516,99
0,3.1531,99
0,3.1546,98
0,3.1561,98
2,3.1576,98
4,3.1591,98
5,3.1606,98
7,3.1621,98
9,3.1636,98
10,3.1651,98
11,3.1666,98
11,3.1681,98
10,3.1696,98
9,3.1711,98
7,3.1726,98
7,3.1741,98
6,3.1756,98
6,3.1771,98
6,3.1786,98
6,3.1801,98
6,3.1816,98
5,3.1831,98
5,3.1846,98
5,3.1861,98
5,3.1876,98
5,3.1891,98
5,3.1906,98
5,3.1921,98
7,3.1936,98
8,3.1951,98
9,3.1966,98
10,3.1981,97
10,3.1996,97
10,3.2011,97
11,3.2026,97
12,3.2041,97
12,3.2056,96
10,3.2071,96
4,3.2086,97
0,3.2101,97
-1,3.2116,97
-2,3.2131,97
-2,3.2146,97
-3,3.2161,97
-3,3.2176,97
-3,3.2191,98
-3,3.2206,98
-4,3.2221,98
-4,3.2236,98
-5,3.2251,98
-5,3.2266,98
-5,3.2281,98
-6,3.2296,98
-6,3.2311,98
-6,3.2326,98
-6,3.2341,98
-5,3.2356,98
-5,3.2371,98
-5,3.2386,98
-5,3.2401,98
-5,3.2416,98
-5,3.2431,99
-5,3.2446,99
-5,3.2461,99
-5,3.2476,99
-6,3.2491,99
-6,3.2506,99
-6,3.2521,99
-7,3.2536,99
-7,3.2551,99
-7,3.2566,99
-7,3.2581,99
-7,3.2596,99
-7,3.2611,99
-7,3.2626,99
-6,3.2641,99
-5,3.2656,99
-4,3.2671,99
-3,3.2686,99
-2,3.2701,99
-1,3.2716,99
0,3.2731,99
0,3.2746,99
0,3.2761,99
0,3.2776,99
0,3.2791,98
-1,3.2806,98
-1,3.2821,98
-1,3.2836,98
-1,3.2851,98
-1,3.2866,98
0,3.2881,98
0,3.2896,98
0,3.2911,98
0,3.2926,98
0,3.2941,98
0,3.2956,98
-1,3.2971,98
-2,3.2986,98
-1,3.3001,98
0,3.3016,98
1,3.3031,98
3,3.3046,98
4,3.3061,98
5,3.3076,98
5,3.3091,98
6,3.3106,98
6,3.3121,98
5,3.3136,98
3,3.3151,98
1,3.3166,98
0,3.3181,98
-1,3.3196,98
-1,3.3211,98
0,3.3226,98
0,3.3241,98
0,3.3256,98
0,3.3271,98
0,3.3286,98
0,3.3301,98
0,3.3316,98
0,3.3331,98
0,3.3346,97
0,3.3361,97
2,3.3376,97
3,3.3391,97
5,3.3406,97
7,3.3421,97
8,3.3436,97
9,3.3451,97
9,3.3466,97
10,3.3481,97
10,3.3496,97
8,3.3511,97
5,3.3526,97
4,3.3541,97
4,3.3556,97
4,3.3571,97
3,3.3586,97
2,3.3601,97
1,3.3616,98
0,3.3631,98
0,3.3646,98
0,3.3661,98
0,3.3676,98
-1,3.3691,98
-1,3.3706,98
0,3.3721,98
0,3.3736,98
2,3.3751,98
3,3.3766,98
5,3.3781,98
6,3.3796,98
7,3.3811,98
7,3.3826,98
7,3.3841,98
6,3.3856,98
5,3.3871,98
3,3.3886,98
2,3.3901,98
1,3.3916,97
1,3.3931,97
0,3.3946,97
0,3.3961,97
0,3.3976,97
0,3.3991,97
0,3.4006,97
0,3.4021,97
0,3.4036,97
0,3.4051,97
0,3.4066,97
1,3.4081,97
3,3.4096,97
6,3.4111,97
9,3.4126,97
12,3.4141,97
14,3.4156,97
15,3.4171,97
13,3.4186,97
8,3.4201,97
6,3.4216,97
6,3.4231,97
5,3.4246,97
4,3.4261,97
3,3.4276,97
2,3.4291,98
1,3.4306,98
0,3.4321,98
0,3.4336,98
0,3.4351,98
-1,3.4366,98
-2,3.4381,98
-3,3.4396,98
-3,3.4411,98
-4,3.4426,98
-4,3.4441,98
-3,3.4456,98
-2,3.4471,98
-1,3.4486,99
0,3.4501,99
1,3.4516,99
2,3.4531,99
3,3.4546,99
4,3.4561,99
3,3.4576,99
2,3.4591,99
0,3.4606,99
-1,3.4621,99
-2,3.4636,99
-3,3.4651,99
-3,3.4666,99
-4,3.4681,99
-4,3.4696,99
-4,3.4711,99
-4,3.4726,99
-4,3.4741,99
-3,3.4756,99
-3,3.4771,99
-3,3.4786,99
-2,3.4801,99
-1,3.4816,99
0,3.4831,99
0,3.4846,99
0,3.4861,99
1,3.4876,99
1,3.4891,99
2,3.4906,99
2,3.4921,98
2,3.4936,98
1,3.4951,98
0,3.4966,98
0,3.4981,98
0,3.4996,98
0,3.5011,98
0,3.5026,98
0,3.5041,98
0,3.5056,98
0,3.5071,98
0,3.5086,98
0,3.5101,98
0,3.5116,98
0,3.5131,98
0,3.5146,98
0,3.5161,98
0,3.5176,98
1,3.5191,98
2,3.5206,98
2,3.5221,98
2,3.5236,98
3,3.5251,98
3,3.5266,98
3,3.5281,98
2,3.5296,98
1,3.5311,99
0,3.5326,99
0,3.5341,99
-1,3.5356,99
-1,3.5371,99
-2,3.5386,99
-2,3.5401,99
-2,3.5416,99
-2,3.5431,99
-2,3.5446,99
-2,3.5461,99
-2,3.5476,99
-2,3.5491,99
-1,3.5506,99
0,3.5521,99
0,3.5536,99
0,3.5551,99
1,3.5566,99
2,3.5581,99
3,3.5596,99
3,3.5611,99
4,3.5626,99
4,3.5641,99
3,3.5656,99
2,3.5671,99
1,3.5686,99
0,3.5701,99
0,3.5716,99
0,3.5731,98
0,3.5746,98
0,3.5761,98
0,3.5776,98
0,3.5791,98
0,3.5806,98
0,3.5821,98
0,3.5836,98
0,3.5851,98
0,3.5866,98
0,3.5881,98
1,3.5896,97
2,3.5911,97
3,3.5926,97
4,3.5941,97
4,3.5956,97
4,3.5971,98
4,3.5986,98
4,3.6001,98
3,3.6016,98
2,3.6031,98
1,3.6046,98
0,3.6061,98
0,3.6076,98
0,3.6091,98
0,3.6106,98
0,3.6121,98
0,3.6136,98
-1,3.6151,98
-1,3.6166,98
0,3.6181,98
0,3.6196,98
0,3.6211,98
0,3.6226,98
0,3.6241,98
0,3.6256,97
1,3.6271,97
0,3.6286,97
0,3.6301,97
-1,3.6316,98
-2,3.6331,98
-3,3.6346,98
-4,3.6361,98
-5,3.6376,98
-6,3.6391,98
-7,3.6406,98
-7,3.6421,98
-7,3.6436,98
-7,3.6451,98
-7,3.6466,98
-7,3.6481,98
-7,3.6496,98
-7,3.6511,98
-8,3.6526,98
-8,3.6541,98
-8,3.6556,98
-8,3.6571,98
-8,3.6586,98
-8,3.6601,98
-7,3.6616,98
-7,3.6631,98
-7,3.6646,98
-6,3.6661,98
-6,3.6676,98
-5,3.6691,98
-5,3.6706,98
-5,3.6721,98
-5,3.6736,98
-5,3.6751,98
-5,3.6766,98
-5,3.6781,98
-6,3.6796,98
-6,3.6811,98
-5,3.6826,98
-5,3.6841,98
-5,3.6856,98
-5,3.6871,98
-4,3.6886,98
-4,3.6901,98
-4,3.6916,97
-5,3.6931,97
-5,3.6946,97
-4,3.6961,97
-3,3.6976,97
-1,3.6991,97
0,3.7006,97
0,3.7021,97
1,3.7036,97
2,3.7051,97
3,3.7066,97
3,3.7081,97
2,3.7096,97
1,3.7111,97
0,3.7126,97
0,3.7141,98
-1,3.7156,98
-2,3.7171,98
-3,3.7186,98
-3,3.7201,98
-4,3.7216,98
-4,3.7231,98
-4,3.7246,98
-5,3.7261,98
-5,3.7276,98
-5,3.7291,98
-6,3.7306,98
-5,3.7321,98
-3,3.7336,98
-1,3.7351,98
0,3.7366,98
0,3.7381,98
0,3.7396,98
0,3.7411,98
1,3.7426,98
1,3.7441,98
0,3.7456,98
0,3.7471,98
0,3.7486,98
-1,3.7501,98
-1,3.7516,98
-2,3.7531,98
-3,3.7546,99
-4,3.7561,99
-5,3.7576,99
-5,3.7591,99
-6,3.7606,99
-7,3.7621,99
-7,3.7636,99
-8,3.7651,99
-9,3.7666,99
-9,3.7681,99
-8,3.7696,99
-7,3.7711,99
-6,3.7726,99
-5,3.7741,99
-4,3.7756,99
-3,3.7771,99
-3,3.7786,99
-3,3.7801,99
-3,3.7816,99
-4,3.7831,99
-5,3.7846,99
-5,3.7861,99
-6,3.7876,99
-6,3.7891,99
-7,3.7906,99
-7,3.7921,99
-6,3.7936,99
-6,3.7951,99
-5,3.7966,99
-5,3.7981,99
-5,3.7996,99
-4,3.8011,99
-4,3.8026,98
-3,3.8041,98
-2,3.8056,98
-1,3.8071,98
0,3.8086,98
0,3.8101,98
0,3.8116,98
1,3.8131,98
1,3.8146,98
1,3.8161,97
1,3.8176,97
0,3.8191,97
0,3.8206,98
0,3.8221,98
0,3.8236,98
-1,3.8251,98
-2,3.8266,98
-2,3.8281,98
-3,3.8296,98
-3,3.8311,98
-3,3.8326,98
-3,3.8341,98
-3,3.8356,98
-4,3.8371,98
-4,3.8386,98
-3,3.8401,98
-1,3.8416,98
0,3.8431,98
0,3.8446,98
1,3.8461,98
2,3.8476,98
2,3.8491,98
3,3.8506,98
3,3.8521,98
2,3.8536,98
1,3.8551,98
0,3.8566,98
-2,3.8581,98
-3,3.8596,98
-2,3.8611,98
-2,3.8626,98
-2,3.8641,98
-2,3.8656,98
-3,3.8671,98
-3,3.8686,98
-3,3.8701,98
-3,3.8716,98
-4,3.8731,98
-4,3.8746,98
-3,3.8761,98
-1,3.8776,98
1,3.8791,98
2,3.8806,98
3,3.8821,98
4,3.8836,98
4,3.8851,98
5,3.8866,98
4,3.8881,98
3,3.8896,98
2,3.8911,98
1,3.8926,98
0,3.8941,98
0,3.8956,98
0,3.8971,98
0,3.8986,98
0,3.9001,98
0,3.9016,98
1,3.9031,98
1,3.9046,98
1,3.9061,98
1,3.9076,98
1,3.9091,98
0,3.9106,97
0,3.9121,97
1,3.9136,97
3,3.9151,97
4,3.9166,97
5,3.9181,97
6,3.9196,97
6,3.9211,97
6,3.9226,97
5,3.9241,97
4,3.9256,97
3,3.9271,97
2,3.9286,97
2,3.9301,97
1,3.9316,97
1,3.9331,96
1,3.9346,96
1,3.9361,97
1,3.9376,97
1,3.9391,97
1,3.9406,97
1,3.9421,97
1,3.9436,97
1,3.9451,97
1,3.9466,97
1,3.9481,97
1,3.9496,97
1,3.9511,97
3,3.9526,98
5,3.9541,98
7,3.9556,98
8,3.9571,98
8,3.9586,98
9,3.9601,98
9,3.9616,98
8,3.9631,98
6,3.9646,98
4,3.9661,98
2,3.9676,98
1,3.9691,98
0,3.9706,98
0,3.9721,98
0,3.9736,98
-1,3.9751,98
-1,3.9766,98
-2,3.9781,98
-2,3.9796,98
-2,3.9811,98
-1,3.9826,98
0,3.9841,98
1,3.9856,98
3,3.9871,98
6,3.9886,98
7,3.9901,98
8,3.9916,98
9,3.9931,98
9,3.9946,98
9,3.9961,98
8,3.9976,98
7,3.9991,98
5,4.0006,98
3,4.0021,98
13,4.0036,96
13,4.0051,96
12,4.0066,96
12,4.0081,96
11,4.0096,96
8,4.0111,96
6,4.0126,96
4,4.0141,96
3,4.0156,96
3,4.0171,96
3,4.0186,96
3,4.0201,96
4,4.0216,96
5,4.0231,96
6,4.0246,96
6,4.0261,97
6,4.0276,97
5,4.0291,97
5,4.0306,97
5,4.0321,97
5,4.0336,97
5,4.0351,97
4,4.0366,97
3,4.0381,97
2,4.0396,97
1,4.0411,97
1,4.0426,97
0,4.0441,97
0,4.0456,97
0,4.0471,97
0,4.0486,97
0,4.0501,96
0,4.0516,96
0,4.0531,96
-1,4.0546,97
-1,4.0561,97
0,4.0576,96
0,4.0591,96
1,4.0606,96
1,4.0621,96
2,4.0636,96
2,4.0651,96
1,4.0666,96
1,4.0681,96
0,4.0696,96
0,4.0711,96
0,4.0726,96
-1,4.0741,96
-2,4.0756,96
-3,4.0771,96
-3,4.0786,97
-3,4.0801,97
-3,4.0816,97
-3,4.0831,97
-4,4.0846,97
-5,4.0861,97
-5,4.0876,97
-6,4.0891,98
-5,4.0906,98
-5,4.0921,98
-4,4.0936,98
-3,4.0951,98
-3,4.0966,98
-2,4.0981,98
-2,4.0996,98
-2,4.1011,98
-1,4.1026,98
-1,4.1041,98
-1,4.1056,98
-1,4.1071,98
-1,4.1086,98
-2,4.1101,97
-2,4.1116,97
-2,4.1131,97
-2,4.1146,97
-2,4.1161,97
-2,4.1176,97
-2,4.1191,97
-2,4.1206,97
-2,4.1221,97
-3,4.1236,97
-3,4.1251,97
-4,4.1266,97
-4,4.1281,97
-4,4.1296,97
-3,4.1311,98
-3,4.1326,98
-2,4.1341,98
-1,4.1356,98
-1,4.1371,98
-1,4.1386,98
-1,4.1401,98
-1,4.1416,98
-2,4.1431,98
-4,4.1446,98
-6,4.1461,99
-7,4.1476,99
-8,4.1491,99
-9,4.1506,99
-9,4.1521,99
-9,4.1536,99
-9,4.1551,99
-9,4.1566,99
-9,4.1581,99
-9,4.1596,99
-9,4.1611,99
-8,4.1626,99
-7,4.1641,99
-4,4.1656,99
-2,4.1671,99
-1,4.1686,99
0,4.1701,99
0,4.1716,99
0,4.1731,99
0,4.1746,99
1,4.1761,99
1,4.1776,99
0,4.1791,99
-1,4.1806,99
-3,4.1821,99
-4,4.1836,99
-5,4.1851,99
-5,4.1866,99
-4,4.1881,99
-3,4.1896,99
-3,4.1911,99
-2,4.1926,99
-2,4.1941,98
-1,4.1956,98
-1,4.1971,98
-1,4.1986,98
0,4.2001,98
0,4.2016,98
0,4.2031,98
2,4.2046,97
3,4.2061,97
3,4.2076,97
3,4.2091,97
3,4.2106,97
4,4.2121,97
5,4.2136,96
6,4.2151,96
5,4.2166,96
5,4.2181,96
6,4.2196,96
6,4.2211,96
6,4.2226,96
5,4.2241,96
5,4.2256,96
4,4.2271,96
3,4.2286,96
2,4.2301,96
1,4.2316,96
0,4.2331,96
0,4.2346,96
0,4.2361,96
1,4.2376,96
2,4.2391,96
2,4.2406,96
3,4.2421,96
3,4.2436,96
3,4.2451,96
2,4.2466,96
1,4.2481,96
0,4.2496,96
0,4.2511,96
0,4.2526,96
-1,4.2541,96
-1,4.2556,96
-1,4.2571,96
-1,4.2586,96
-2,4.2601,96
-2,4.2616,96
-2,4.2631,96
-2,4.2646,96
-2,4.2661,97
-3,4.2676,97
-3,4.2691,97
-3,4.2706,97
-2,4.2721,97
-1,4.2736,97
0,4.2751,97
0,4.2766,97
1,4.2781,97
2,4.2796,97
3,4.2811,97
2,4.2826,97
2,4.2841,97
1,4.2856,97
0,4.2871,97
0,4.2886,97
-1,4.2901,97
-2,4.2916,97
-3,4.2931,97
-3,4.2946,97
-3,4.2961,97
-4,4.2976,97
-4,4.2991,97
-4,4.3006,97
-4,4.3021,97
-4,4.3036,97
-4,4.3051,97
-5,4.3066,97
-5,4.3081,98
-4,4.3096,98
-3,4.3111,98
-2,4.3126,98
-2,4.3141,98
-2,4.3156,98
-2,4.3171,98
-2,4.3186,98
-2,4.3201,98
-2,4.3216,98
-3,4.3231,98
-3,4.3246,98
-4,4.3261,99
-5,4.3276,99
-6,4.3291,99
-6,4.3306,99
-6,4.3321,99
-6,4.3336,99
-6,4.3351,99
-6,4.3366,99
-6,4.3381,99
-6,4.3396,99
-5,4.3411,99
-5,4.3426,99
-4,4.3441,99
-3,4.3456,99
-1,4.3471,99
-1,4.3486,99
-1,4.3501,99
-1,4.3516,98
0,4.3531,98
0,4.3546,98
0,4.3561,98
0,4.3576,98
0,4.3591,98
0,4.3606,98
0,4.3621,98
0,4.3636,98
0,4.3651,98
0,4.3666,98
0,4.3681,97
1,4.3696,97
1,4.3711,97
2,4.3726,97
3,4.3741,97
3,4.3756,97
3,4.3771,97
3,4.3786,97
3,4.3801,97
3,4.3816,97
5,4.3831,97
6,4.3846,97
7,4.3861,97
8,4.3876,97
9,4.3891,97
10,4.3906,97
9,4.3921,97
8,4.3936,97
6,4.3951,97
4,4.3966,97
3,4.3981,97
1,4.3996,97
0,4.4011,98
0,4.4026,98
0,4.4041,98
-1,4.4056,98
-1,4.4071,98
-2,4.4086,98
-2,4.4101,98
-2,4.4116,98
-2,4.4131,98
-1,4.4146,98
0,4.4161,98
0,4.4176,98
1,4.4191,98
2,4.4206,99
3,4.4221,99
3,4.4236,99
4,4.4251,99
3,4.4266,99
3,4.4281,99
3,4.4296,99
2,4.4311,99
1,4.4326,99
0,4.4341,99
-1,4.4356,99
-2,4.4371,99
-3,4.4386,99
-3,4.4401,99
-3,4.4416,99
-3,4.4431,99
-3,4.4446,99
-3,4.4461,99
-3,4.4476,99
-3,4.4491,99
-2,4.4506,99
0,4.4521,99
0,4.4536,99
1,4.4551,99
2,4.4566,99
3,4.4581,99
4,4.4596,99
4,4.4611,99
4,4.4626,99
5,4.4641,99
5,4.4656,99
4,4.4671,99
3,4.4686,99
1,4.4701,99
0,4.4716,99
-1,4.4731,99
-1,4.4746,99
-1,4.4761,99
-2,4.4776,99
-2,4.4791,99
-2,4.4806,99
-1,4.4821,99
-1,4.4836,99
-1,4.4851,99
-1,4.4866,99
0,4.4881,99
1,4.4896,99
4,4.4911,99
6,4.4926,99
7,4.4941,99
8,4.4956,99
9,4.4971,99
9,4.4986,99
9,4.5001,99
9,4.5016,99
8,4.5031,99
6,4.5046,99
3,4.5061,99
1,4.5076,99
0,4.5091,99
0,4.5106,99
0,4.5121,99
0,4.5136,99
0,4.5151,99
0,4.5166,99
0,4.5181,99
0,4.5196,99
0,4.5211,99
0,4.5226,99
1,4.5241,99
4,4.5256,99
7,4.5271,99
10,4.5286,99
13,4.5301,99
15,4.5316,99
16,4.5331,99
16,4.5346,99
16,4.5361,99
15,4.5376,99
14,4.5391,99
12,4.5406,99
9,4.5421,99
7,4.5436,99
5,4.5451,99
4,4.5466,99
3,4.5481,99
3,4.5496,99
3,4.5511,99
3,4.5526,99
2,4.5541,99
2,4.5556,99
2,4.5571,99
2,4.5586,99
4,4.5601,99
7,4.5616,99
10,4.5631,99
13,4.5646,99
16,4.5661,99
18,4.5676,99
19,4.5691,99
19,4.5706,99
19,4.5721,99
19,4.5736,99
18,4.5751,99
15,4.5766,99
11,4.5781,99
9,4.5796,99
8,4.5811,99
6,4.5826,99
5,4.5841,99
4,4.5856,99
4,4.5871,99
3,4.5886,99
3,4.5901,99
3,4.5916,99
2,4.5931,99
3,4.5946,99
5,4.5961,99
8,4.5976,99
10,4.5991,99
14,4.6006,99
17,4.6021,99
18,4.6036,99
19,4.6051,99
20,4.6066,99
21,4.6081,99
21,4.6096,99
20,4.6111,99
19,4.6126,99
17,4.6141,99
15,4.6156,99
14,4.6171,99
13,4.6186,99
12,4.6201,99
12,4.6216,99
12,4.6231,99
12,4.6246,99
11,4.6261,99
11,4.6276,99
10,4.6291,99
10,4.6306,99
11,4.6321,99
12,4.6336,99
14,4.6351,99
17,4.6366,99
19,4.6381,99
20,4.6396,99
21,4.6411,99
22,4.6426,99
22,4.6441,99
22,4.6456,99
21,4.6471,98
18,4.6486,98
15,4.6501,98
13,4.6516,98
12,4.6531,98
10,4.6546,98
9,4.6561,98
7,4.6576,98
7,4.6591,98
6,4.6606,98
6,4.6621,99
5,4.6636,99
4,4.6651,99
4,4.6666,99
4,4.6681,99
5,4.6696,99
7,4.6711,99
9,4.6726,99
11,4.6741,99
12,4.6756,99
13,4.6771,99
14,4.6786,99
14,4.6801,99
14,4.6816,99
13,4.6831,99
11,4.6846,99
9,4.6861,99
7,4.6876,99
5,4.6891,99
4,4.6906,99
4,4.6921,99
3,4.6936,99
2,4.6951,99
2,4.6966,99
2,4.6981,99
2,4.6996,99
2,4.7011,99
2,4.7026,99
4,4.7041,99
6,4.7056,99
9,4.7071,99
11,4.7086,99
12,4.7101,99
13,4.7116,99
14,4.7131,99
15,4.7146,99
15,4.7161,99
15,4.7176,98
14,4.7191,98
12,4.7206,98
9,4.7221,98
7,4.7236,98
6,4.7251,98
5,4.7266,98
5,4.7281,98
5,4.7296,98
5,4.7311,98
5,4.7326,98
5,4.7341,98
5,4.7356,98
5,4.7371,98
5,4.7386,98
7,4.7401,98
9,4.7416,98
10,4.7431,98
11,4.7446,98
11,4.7461,98
12,4.7476,98
13,4.7491,98
14,4.7506,97
15,4.7521,97
14,4.7536,97
13,4.7551,97
13,4.7566,97
12,4.7581,97
12,4.7596,97
11,4.7611,97
11,4.7626,97
11,4.7641,97
10,4.7656,97
9,4.7671,97
9,4.7686,97
8,4.7701,97
8,4.7716,97
8,4.7731,97
8,4.7746,97
10,4.7761,97
12,4.7776,97
14,4.7791,97
15,4.7806,97
16,4.7821,97
16,4.7836,98
16,4.7851,98
15,4.7866,98
14,4.7881,98
12,4.7896,98
11,4.7911,98
9,4.7926,98
8,4.7941,98
6,4.7956,98
5,4.7971,98
4,4.7986,98
3,4.8001,98
3,4.8016,98
2,4.8031,98
1,4.8046,98
0,4.8061,98
0,4.8076,98
0,4.8091,98
0,4.8106,98
1,4.8121,98
3,4.8136,98
5,4.8151,98
7,4.8166,98
8,4.8181,98
10,4.8196,98
11,4.8211,98
11,4.8226,98
11,4.8241,98
10,4.8256,98
9,4.8271,98
8,4.8286,98
5,4.8301,98
3,4.8316,98
2,4.8331,98
2,4.8346,98
1,4.8361,98
0,4.8376,98
0,4.8391,98
0,4.8406,98
0,4.8421,98
0,4.8436,98
-1,4.8451,98
0,4.8466,98
1,4.8481,98
4,4.8496,98
7,4.8511,98
10,4.8526,98
11,4.8541,98
12,4.8556,98
13,4.8571,98
14,4.8586,98
14,4.8601,98
14,4.8616,98
13,4.8631,98
12,4.8646,98
11,4.8661,98
9,4.8676,98
7,4.8691,98
6,4.8706,98
5,4.8721,98
5,4.8736,98
5,4.8751,98
4,4.8766,98
4,4.8781,98
4,4.8796,98
4,4.8811,98
4,4.8826,98
5,4.8841,98
7,4.8856,98
8,4.8871,98
9,4.8886,98
11,4.8901,98
12,4.8916,98
12,4.8931,98
12,4.8946,97
11,4.8961,97
10,4.8976,97
9,4.8991,97
8,4.9006,97
6,4.9021,97
5,4.9036,97
4,4.9051,97
4,4.9066,97
4,4.9081,97
3,4.9096,97
3,4.9111,97
3,4.9126,97
3,4.9141,97
3,4.9156,97
3,4.9171,97
3,4.9186,97
4,4.9201,97
4,4.9216,97
4,4.9231,97
5,4.9246,97
6,4.9261,97
7,4.9276,97
7,4.9291,97
7,4.9306,97
7,4.9321,97
7,4.9336,97
7,4.9351,97
6,4.9366,97
5,4.9381,98
4,4.9396,98
3,4.9411,98
2,4.9426,98
1,4.9441,98
0,4.9456,98
0,4.9471,98
0,4.9486,98
0,4.9501,98
-1,4.9516,98
-1,4.9531,98
0,4.9546,98
1,4.9561,98
3,4.9576,98
6,4.9591,98
9,4.9606,98
10,4.9621,98
11,4.9636,98
12,4.9651,98
12,4.9666,98
13,4.9681,98
12,4.9696,98
11,4.9711,98
10,4.9726,98
7,4.9741,98
5,4.9756,98
4,4.9771,98
3,4.9786,98
2,4.9801,98
2,4.9816,98
1,4.9831,98
1,4.9846,98
1,4.9861,98
1,4.9876,98
1,4.9891,98
1,4.9906,98
1,4.9921,98
3,4.9936,98
4,4.9951,98
5,4.9966,98
6,4.9981,98
7,4.9996,98
7,5.0011,98
7,5.0026,98
8,5.0041,98
8,5.0056,98
7,5.0071,98
6,5.0086,98
5,5.0101,98
3,5.0116,98
2,5.0131,98
2,5.0146,98
2,5.0161,98
2,5.0176,98
1,5.0191,98
1,5.0206,98
1,5.0221,98
1,5.0236,98
1,5.0251,98
1,5.0266,98
3,5.0281,98
5,5.0296,98
7,5.0311,98
8,5.0326,98
9,5.0341,98
9,5.0356,98
9,5.0371,98
9,5.0386,98
9,5.0401,98
10,5.0416,98
10,5.0431,98
9,5.0446,98
8,5.0461,98
6,5.0476,98
5,5.0491,98
5,5.0506,98
4,5.0521,98
3,5.0536,98
2,5.0551,98
1,5.0566,98
1,5.0581,98
0,5.0596,98
0,5.0611,98
1,5.0626,98
4,5.0641,98
7,5.0656,98
10,5.0671,98
11,5.0686,98
12,5.0701,98
13,5.0716,98
13,5.0731,98
13,5.0746,98
13,5.0761,98
12,5.0776,98
11,5.0791,98
10,5.0806,98
8,5.0821,98
13,5.0836,99
11,5.0851,99
10,5.0866,99
10,5.0881,99
10,5.0896,99
9,5.0911,99
9,5.0926,99
8,5.0941,99
8,5.0956,99
8,5.0971,99
8,5.0986,99
9,5.1001,99
11,5.1016,99
13,5.1031,99
16,5.1046,99
17,5.1061,99
18,5.1076,99
19,5.1091,99
20,5.1106,99
20,5.1121,99
20,5.1136,99
19,5.1151,99
17,5.1166,98
14,5.1181,98
12,5.1196,98
11,5.1211,98
10,5.1226,98
10,5.1241,98
9,5.1256,98
8,5.1271,98
8,5.1286,98
7,5.1301,98
7,5.1316,98
7,5.1331,98
7,5.1346,98
9,5.1361,98
12,5.1376,98
15,5.1391,98
18,5.1406,98
20,5.1421,98
21,5.1436,98
21,5.1451,98
21,5.1466,98
21,5.1481,98
20,5.1496,98
19,5.1511,98
17,5.1526,98
15,5.1541,98
13,5.1556,98
12,5.1571,98
11,5.1586,98
10,5.1601,98
9,5.1616,98
9,5.1631,98
8,5.1646,98
7,5.1661,98
7,5.1676,98
7,5.1691,98
9,5.1706,98
